web-scraper-order;web-scraper-start-url;kategorie;kategorie-href;post
1616001367-269;https://aback-blog.iwi.unisg.ch/;Smart-IoT;https://aback-blog.iwi.unisg.ch/category/smart-iot/;High-Resolution Prototyp für das Gesundheitswesen
1616001367-264;https://aback-blog.iwi.unisg.ch/;Smart-IoT;https://aback-blog.iwi.unisg.ch/category/smart-iot/;Lach- und Sachgeschichten von der Maus: SmartHome
1616001367-262;https://aback-blog.iwi.unisg.ch/;Smart-IoT;https://aback-blog.iwi.unisg.ch/category/smart-iot/;“Business-Thinking”-Fokus im Master-Kurs
1616001367-265;https://aback-blog.iwi.unisg.ch/;Smart-IoT;https://aback-blog.iwi.unisg.ch/category/smart-iot/;Jetzt Einreichen oder Workshop-Partner werden
1616001367-271;https://aback-blog.iwi.unisg.ch/;Smart-IoT;https://aback-blog.iwi.unisg.ch/category/smart-iot/;Bekanntgabe der nominierten Lösungen des Forum Day 2020
1616001364-259;https://aback-blog.iwi.unisg.ch/;Sponsored Post;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;Swissteach AG gemeinsam mit CULTURE CONTACT auf dem Vormarsch in Sachen «Kulturelle Kompetenz»
1616001364-257;https://aback-blog.iwi.unisg.ch/;Sponsored Post;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;E-LEARNING SO GEFRAGT WIE NOCH NIE
1616001364-261;https://aback-blog.iwi.unisg.ch/;Sponsored Post;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;Berufliche Bildung im digitalen Zeitalter: Das Expertenportal “Learning Insights” startet durch
1616001364-260;https://aback-blog.iwi.unisg.ch/;Sponsored Post;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;Kostenloses E-Learning zu Präventionsmassnahmen des Coronavirus
1616001364-258;https://aback-blog.iwi.unisg.ch/;Sponsored Post;https://aback-blog.iwi.unisg.ch/category/sponsored-post/;Studie zu E-Learning Trends – wie klappt das E-Learning bei Ihnen im Unternehmen?
1616001362-255;https://aback-blog.iwi.unisg.ch/;Sports Digitalization;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;Call for Papers: WuM Heft 5 Themenschwerpunkt “IT und Sport”
1616001362-254;https://aback-blog.iwi.unisg.ch/;Sports Digitalization;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung
1616001362-256;https://aback-blog.iwi.unisg.ch/;Sports Digitalization;https://aback-blog.iwi.unisg.ch/category/sports-digitalization/;Digitalisierung im Stadion – die Entwicklung einer mobilen Spieltags-App
